id,ra,dec,mjd,cmag,cerr,filter
169.42996,185.43115379287124,-31.995320331884923,57113.17164501781,21.48003,0.045956,r
169.42996,185.43115258100417,-31.9953211808946,57113.17370058876,21.431936,0.041275,i
169.42996,185.431153005732,-31.995320943864765,57113.17575523537,21.935982,0.075903,g
169.42996,185.431151800052,-31.995320704180347,57113.17782220617,21.498348,0.038331,r
169.42996,185.4311526247837,-31.995320296514794,57113.17988796579,21.472172,0.050151,i
169.42996,185.4311530512333,-31.995321738534457,57113.18194987672,21.837831,0.072585,g
169.42996,185.43115257282707,-31.995320228853775,57113.18400149234,21.528025,0.047461,r
169.42996,185.4311523373146,-31.995316944905728,57113.18605354382,21.55231,0.057588,i
169.42996,185.43115302257235,-31.995319267258584,57113.188111204654,21.856537,0.076707,g
169.42996,185.4311523211358,-31.99532014416777,57113.19017650047,21.590832,0.047963,r
169.42996,185.43115216885377,-31.99531995458564,57113.19222915545,21.438385,0.038078,i
169.42996,185.4311534920664,-31.99532311713831,57113.19428049261,22.00936,0.09631,g
169.42996,185.4311530805253,-31.99532047777858,57113.19634276535,21.55133,0.043348,r
169.42996,185.43115251107423,-31.99531954262408,57113.19953237101,21.43069,0.05108,i
169.42996,185.43115403466584,-31.995320062075272,57113.20158512471,21.902493,0.081432,g
169.42996,185.43115373973995,-31.995319840851515,57113.20365462732,21.556028,0.050672,r
169.42996,185.431151809338,-31.99532016640568,57113.20572384028,21.417154,0.047673,i
169.42996,185.4311543181655,-31.99532135138094,57113.20778597705,21.873278,0.091183,g
169.42996,185.43115336403247,-31.995320550689183,57113.20984603744,21.489218,0.042946,r
169.42996,185.4311528705564,-31.995319814785542,57113.21191207785,21.398823,0.044164,i
169.42996,185.43115346317424,-31.99532102911969,57113.21397464536,21.857971,0.078215,g
169.42996,185.43115237148888,-31.99531955796641,57113.21603793604,21.530357,0.049067,r
169.42996,185.43115303999684,-31.99532019733377,57113.2180873109,21.348688,0.040346,i
169.42996,185.43115315116447,-31.995322158224816,57113.22014951287,21.890526,0.076003,g
169.42996,185.43115209798253,-31.995319966635105,57113.222201525234,21.466421,0.03803,r
169.42996,185.43115244834243,-31.99532029293341,57113.22429933166,21.458273,0.045919,i
169.42996,185.4311527437133,-31.995319861491748,57113.22635347676,21.927664,0.074898,g
169.42996,185.4311521506923,-31.995320689929294,57113.22842071811,21.56309,0.042244,r
169.42996,185.4311520083292,-31.995319537973533,57113.23047877941,21.4234,0.0355,i
